sample_id,class,label,category,risk_level,entropy,file_size_kb,n_sections,avg_section_entropy,max_section_entropy,executable_sections,writable_sections,n_imports,n_exports,suspicious_api_count,has_resources,is_packed,has_digital_sig,has_overlay,vt_score,strings_suspicious,network_calls,registry_writes,file_creates,process_creates,mutex_creates,api_unique,code_section_size_kb,has_encryption_api,has_injection_api,has_persistence_api,has_network_api,has_anti_debug,byte_0x00_freq,byte_0xff_freq
TRO_00529,Trojan,2,Deceptive,Critical,6.8122,10.0,5,5.6861,6.8042,3,4,2.0,2.7995,9.7197,0,0,0,1,31.799,5.0,26.3921,24.5712,10.8032,0.0,5.0062,61.7527,51.8033,0,0,0,1,1,0.13,0.0
TRO_00470,Trojan,2,Deceptive,Critical,4.3394,10.0,6,7.4443,5.2061,1,1,26.2286,0.0,3.0,1,0,0,0,54.4403,15.2868,14.497,16.4984,13.5284,0.0,4.1339,51.4801,231.0846,0,0,1,1,1,0.0306,0.0244
PUP_00071,PUP,10,Unwanted,Low,6.6703,100.0,6,5.1501,7.3648,2,0,95.704,0.0,0.2035,1,1,1,0,4.5061,4.6253,15.7634,6.7849,14.5962,0.764,1.6793,41.5346,581.8118,1,1,1,1,0,0.0945,0.0389
BEN_01709,Benign,0,Clean,None,5.4601,1.0,4,3.7184,6.0831,1,1,116.9047,11.5412,0.0617,1,0,1,0,2.1295,0.5198,5.8972,0.0,2.9891,0.0,2.4025,49.52,1.0,0,0,0,1,0,0.2187,0.0047
TRO_00454,Trojan,2,Deceptive,Critical,6.3239,10.0,7,6.2491,5.8467,4,3,29.4731,0.0,6.4204,0,0,0,0,40.164,30.1129,9.9248,12.7095,13.5356,8.3113,0.8118,8.0,70.187,0,1,1,1,1,0.0978,0.0419
BEN_00455,Benign,0,Clean,None,6.2733,1.34,6,3.9018,5.585,2,1,13.8256,15.2267,1.5056,1,0,1,0,0.6622,4.4055,0.0,3.3572,6.3896,0.1772,4.4128,41.0241,6.2991,0,0,0,0,0,0.0,0.0026
BEN_00610,Benign,0,Clean,None,4.9935,3.56,7,4.7627,4.8899,1,0,60.7664,0.0,0.0,1,0,0,0,0.6986,8.6248,0.0,0.0,2.396,3.1546,0.0,55.3965,51.744,0,0,0,0,0,0.0964,0.0
SPY_00014,Spyware,6,Surveillance,High,5.4861,10.0,6,5.3815,7.531,2,3,62.3861,11.0262,15.39,1,0,0,0,44.1482,22.9803,26.1891,14.6747,14.1804,5.2621,0.0,21.6106,195.6952,1,1,1,0,1,0.1033,0.0316
ADW_00177,Adware,7,Unwanted,Low,7.2994,50.0,7,4.1173,6.7478,3,2,42.2983,0.0,1.0,1,0,0,0,22.2866,16.3769,15.1329,17.6318,21.5019,4.3756,0.0,58.9512,204.2846,0,0,1,1,0,0.1505,0.0302
BOT_00206,Botnet,12,C&C Controlled,Critical,5.5219,10.0,8,7.0363,7.6498,4,1,16.4767,4.249,16.8937,1,1,0,0,65.8161,14.8164,28.869,25.1142,10.2324,1.0,4.1488,9.1348,131.2659,1,0,1,1,1,0.122,0.0699
VIR_00075,Virus,1,Infector,High,7.99,1.41,6,5.0165,6.9857,4,2,18.8588,0.0,13.4414,0,1,1,1,39.7522,23.7261,6.7977,10.5374,21.9107,0.0,6.8985,28.7563,63.8678,1,0,1,0,0,0.1268,0.1303
ROO_00103,Rootkit,5,Stealth,Critical,7.9,2.0,6,4.8047,6.8099,2,1,6.5474,7.7658,13.0596,0,0,0,1,21.7267,34.2431,6.1423,14.1767,3.156,0.0,1.3641,26.4297,31.8766,0,1,1,1,1,0.0685,0.0225
FIL_00233,Fileless,9,Memory-Based,Critical,6.8797,0.5,4,5.9799,7.0467,2,3,21.94,1.695,21.2523,0,0,0,0,5.0,22.0349,19.8167,4.5703,7.6159,10.1333,4.5388,20.5354,0.5,1,1,1,1,0,0.0479,0.0167
BEN_01623,Benign,0,Clean,None,5.4366,1.0,6,4.4812,5.1902,1,2,34.4562,0.0,0.0,0,0,1,0,0.3364,1.7028,0.1688,0.0,12.8174,3.8716,0.0,21.5163,19.7384,0,0,0,0,1,0.2728,0.0228
ADW_00034,Adware,7,Unwanted,Low,5.7969,50.0,6,5.4305,6.1296,3,1,29.9194,6.6653,1.0,1,0,0,0,5.0,3.0,10.7706,12.6179,14.5204,3.2558,0.0,69.1218,360.2137,0,0,1,1,0,0.0482,0.0482
PUP_00116,PUP,10,Unwanted,Low,5.3071,100.0,5,4.7812,5.0414,3,2,59.743,31.7614,14.4445,1,0,0,0,2.6418,2.0,15.8866,11.8226,1.0,5.2456,1.59,42.3809,263.7132,0,0,1,0,0,0.2751,0.0004
BEN_00041,Benign,0,Clean,None,5.0433,1.94,3,4.1828,6.0204,1,2,18.7815,0.0,3.5751,1,0,1,0,2.0376,0.0,0.0,14.7062,0.0,0.5548,0.0,51.7553,86.9091,0,0,0,0,0,0.2696,0.0236
VIR_00090,Virus,1,Infector,High,5.5842,1.0,7,6.6853,7.1311,2,3,6.246,0.0,13.0107,0,1,0,1,57.7414,19.8538,5.3371,2.4737,14.484,0.0,4.2423,33.503,12.9237,1,1,1,1,1,0.155,0.148
RAN_00425,Ransomware,4,Extortion,Critical,7.533,50.0,7,7.1869,7.0909,4,2,24.4978,0.0,6.5331,1,1,0,1,53.3152,31.179,34.6316,31.212,45.8821,3.1451,1.5951,31.4158,256.0247,1,0,1,0,1,0.0192,0.0809
VIR_00176,Virus,1,Infector,High,6.7253,1.0,7,5.3465,7.1373,4,4,60.3621,0.0,4.3868,1,1,0,1,40.2513,10.2863,1.039,5.0992,13.5296,0.839,2.6733,14.8383,60.95,1,1,1,0,1,0.0,0.0425
BEN_00075,Benign,0,Clean,None,4.4271,1.0,7,5.8309,5.3748,3,1,28.9316,17.8493,1.7726,1,0,0,0,1.2157,3.7535,3.7986,0.0,5.6945,0.0,0.9519,7.1947,1.0,1,0,0,0,0,0.0,0.0243
BAC_00266,Backdoor,8,Remote Access,Critical,4.5,5.0,8,4.9967,6.6936,4,4,17.5705,0.5557,7.121,0,1,0,0,48.423,23.7361,43.9005,13.1319,0.8928,5.7175,4.3254,50.9163,120.2886,1,1,1,1,0,0.1186,0.0183
BOT_00258,Botnet,12,C&C Controlled,Critical,5.3365,10.0,3,6.9697,7.99,4,2,20.5715,2.4709,18.4509,1,1,0,0,36.3019,23.2582,18.5842,7.9072,7.7789,1.4927,2.7551,29.715,34.0412,0,1,1,1,1,0.0,0.015
TRO_00158,Trojan,2,Deceptive,Critical,4.7991,10.0,8,7.6192,6.5095,4,4,39.6294,0.4841,15.5166,1,1,0,1,36.9087,20.1882,26.8378,20.3611,11.7614,4.845,2.2398,90.8408,369.9008,0,1,1,1,0,0.023,0.0
WOR_00081,Worm,3,Self-Replicating,Critical,7.1134,6.18,4,5.6525,7.3217,4,3,32.331,0.0,7.1853,1,0,0,1,24.6632,6.0,33.7533,0.0,15.1137,5.8662,1.0,37.6687,98.3007,0,1,1,1,0,0.1333,0.0841
VIR_00077,Virus,1,Infector,High,6.392,1.0,10,6.629,7.102,2,3,79.3541,0.0,4.2924,0,0,0,1,22.4579,5.0,0.0,0.0,36.4394,2.5126,1.1324,54.2766,30.5965,0,1,1,0,0,0.1405,0.0593
BEN_00442,Benign,0,Clean,None,4.3405,2.7,6,6.3038,7.5,1,0,77.201,18.0436,0.0,0,0,0,0,0.0,3.9368,4.8159,8.3391,7.3661,0.9809,2.3246,29.0767,1.0,0,0,0,1,0,0.1498,0.0
VIR_00052,Virus,1,Infector,High,6.6976,1.0,8,5.5854,7.2543,5,4,13.2957,0.6438,9.0778,0,0,0,0,52.708,23.6898,7.7561,8.0473,33.392,3.2626,3.3416,9.5038,50.085,0,1,1,1,1,0.0659,0.0251
TRO_00042,Trojan,2,Deceptive,Critical,6.2142,10.0,6,5.9803,6.2943,3,4,80.7691,4.5292,15.2105,0,1,0,0,20.1537,15.5098,2.0,9.1806,0.0,8.1394,0.0,69.0911,141.9474,0,0,1,1,0,0.0,0.0468
BEN_01302,Benign,0,Clean,None,6.3318,1.0,4,4.7934,5.9106,1,2,1.0,0.0,0.0,1,0,1,0,0.48,4.9305,1.7928,0.0,5.3573,3.1287,0.0,21.1802,73.7341,0,0,0,1,0,0.2147,0.0386
WOR_00331,Worm,3,Self-Replicating,Critical,6.7601,5.0,5,5.9142,6.1813,1,1,16.1123,2.8159,9.3891,0,1,0,0,59.8522,20.852,34.7179,5.2556,11.5201,5.5084,1.5443,40.7211,155.121,1,1,1,1,0,0.2368,0.0301
BEN_01305,Benign,0,Clean,None,4.4415,1.05,6,5.6851,5.3956,1,1,61.8507,33.7717,0.863,1,0,0,0,0.0,0.3964,0.0,2.1243,0.0,0.921,0.1851,57.2335,1.0,1,0,0,0,0,0.2134,0.0289
BEN_00237,Benign,0,Clean,None,5.8906,1.0,4,4.2317,6.4719,1,1,82.0022,4.8847,0.4182,1,0,0,0,1.8061,6.1761,2.4445,10.9092,0.0,0.1351,0.4228,37.7088,85.0457,0,0,0,0,0,0.1154,0.0562
CRY_00009,Cryptominer,11,Resource Abuse,Medium,7.9,100.0,3,5.9668,4.6487,1,0,57.2074,8.1398,2.0,0,0,0,0,24.676,9.5849,31.4112,13.5864,0.0,4.6476,5.158,35.5057,293.7028,1,1,1,1,1,0.0583,0.0442
TRO_00100,Trojan,2,Deceptive,Critical,6.0014,10.0,5,6.5087,6.4194,1,3,16.0794,0.0,11.8964,0,0,0,0,45.3829,16.5028,22.0517,9.1287,0.0,0.4154,6.5778,75.5627,5.0,1,1,0,0,1,0.2093,0.0475
SPY_00367,Spyware,6,Surveillance,High,7.0238,10.0,6,5.4239,6.8835,4,1,56.3808,2.7471,15.9415,1,0,1,0,44.427,26.8796,28.5359,9.6771,14.0907,3.3709,4.8693,55.951,102.0473,0,0,1,1,1,0.1449,0.0568
TRO_00074,Trojan,2,Deceptive,Critical,6.7771,10.0,4,5.0709,7.329,3,3,24.0563,5.4454,8.3291,0,1,0,0,61.2971,9.5849,12.3665,21.8007,25.2944,6.0628,4.5261,63.5388,101.46,0,1,1,1,1,0.1647,0.0891
WOR_00181,Worm,3,Self-Replicating,Critical,5.6314,7.69,8,5.4633,7.1035,4,1,71.6374,1.2012,12.812,1,0,0,1,30.1932,6.0,36.1007,6.1987,11.4976,6.0692,5.5778,52.5711,60.042,0,1,1,1,0,0.0685,0.028
WOR_00087,Worm,3,Self-Replicating,Critical,4.8964,5.0,6,5.6687,7.99,3,2,56.6014,0.887,7.0571,0,0,0,0,46.5108,13.0824,54.9439,5.5594,2.0,6.1755,2.603,81.2999,118.3881,0,1,0,1,0,0.0252,0.0309
ROO_00004,Rootkit,5,Stealth,Critical,6.459,2.0,5,5.104,7.495,3,2,1.0,1.3703,7.4784,0,0,0,0,43.0023,29.0161,3.5321,6.9121,5.9603,0.0,0.0,65.5471,6.3804,0,1,1,1,1,0.0542,0.0929
TRO_00269,Trojan,2,Deceptive,Critical,6.9809,10.0,5,6.6236,7.0378,2,2,40.0641,2.3224,16.7529,1,1,0,1,32.373,21.499,23.3871,22.8123,0.0,4.4388,1.0337,16.7477,152.4236,0,1,1,0,1,0.1468,0.0819
ADW_00182,Adware,7,Unwanted,Low,6.8557,50.0,3,5.7367,5.4879,3,3,94.8668,14.229,1.0,1,0,0,0,17.0355,6.8244,21.7194,10.5989,15.8304,2.4752,2.0311,96.0968,341.622,1,0,0,1,0,0.0993,0.0087
ROO_00274,Rootkit,5,Stealth,Critical,6.5432,2.0,2,4.8228,5.8801,3,2,15.2044,9.9388,11.6655,0,0,0,0,30.9313,9.6717,0.0,5.6915,4.8706,7.6995,4.5752,16.2781,54.6726,0,0,1,1,0,0.0868,0.0159
VIR_00107,Virus,1,Infector,High,7.7179,1.0,9,5.6955,7.4139,4,1,5.9627,0.0,10.4147,1,1,0,0,47.258,33.5976,6.2619,4.7242,32.4485,4.892,2.4701,5.0,66.438,0,0,0,0,0,0.0845,0.0657
TRO_00180,Trojan,2,Deceptive,Critical,7.3317,43.84,8,6.9799,7.4983,3,1,17.2184,0.7137,3.0,0,1,0,0,33.4536,17.021,20.3344,20.4276,0.0,10.125,2.9191,55.2541,100.227,1,1,1,1,1,0.0931,0.0329
TRO_00262,Trojan,2,Deceptive,Critical,5.1946,10.0,8,4.4364,6.2776,3,3,25.6394,5.937,15.183,0,0,0,1,28.2314,19.4034,23.4982,26.5526,0.0,8.046,3.3648,43.9566,363.1407,1,0,1,1,1,0.148,0.079
ADW_00039,Adware,7,Unwanted,Low,7.2195,50.0,3,5.3448,5.9797,2,1,75.1165,33.0399,10.3442,0,0,1,0,5.0,13.1027,27.3825,3.6731,18.0539,3.1268,2.6645,34.6148,156.9771,0,1,1,0,0,0.0766,0.0319
BEN_01388,Benign,0,Clean,None,5.6206,1.0,3,3.6218,5.6451,3,2,54.2445,11.2193,0.0,0,0,1,0,0.3938,5.8156,0.0,6.8527,8.0533,0.0,0.356,31.2969,23.2157,0,0,1,0,0,0.1773,0.0347
CRY_00236,Cryptominer,11,Resource Abuse,Medium,6.178,100.0,3,5.2884,6.9896,2,2,28.6378,0.0,6.9118,1,1,0,0,39.5934,14.0143,42.5866,5.4748,1.7255,0.0,3.5365,41.8682,76.2177,1,0,1,0,1,0.1855,0.0471
BOT_00220,Botnet,12,C&C Controlled,Critical,7.99,10.0,6,7.1069,6.8315,1,2,43.2252,0.0,4.6909,1,1,0,0,38.185,18.6465,18.6985,1.0,13.6155,2.7794,2.0012,22.4638,142.8912,1,1,1,0,0,0.0598,0.0229
BOT_00113,Botnet,12,C&C Controlled,Critical,6.4833,10.0,3,5.3361,5.0175,2,3,28.0558,0.0,13.3407,1,1,1,0,34.0223,28.8973,8.0,11.5883,4.6359,1.0,8.2827,37.9412,113.632,1,0,1,1,0,0.1162,0.0648
BAC_00001,Backdoor,8,Remote Access,Critical,5.983,5.0,8,7.6959,7.6106,4,1,3.0,6.5865,18.6123,0,0,0,0,40.3941,26.405,52.4202,1.0,12.0546,12.0447,0.6353,13.1812,175.7774,1,1,1,1,1,0.0867,0.0201
BEN_01280,Benign,0,Clean,None,6.3504,1.0,7,5.423,4.6088,1,0,82.1285,0.0,1.2998,1,0,0,1,0.0,13.6741,0.0,8.7513,0.0,0.7172,0.0,48.6509,46.8636,0,0,0,1,1,0.1289,0.0301
PUP_00226,PUP,10,Unwanted,Low,6.7314,100.0,5,4.9743,6.5532,2,1,68.9522,12.4446,3.649,1,1,0,1,14.2221,9.1999,13.5731,16.55,14.1623,0.4397,3.0188,87.156,194.0309,0,0,0,1,0,0.1444,0.0049
BOT_00213,Botnet,12,C&C Controlled,Critical,6.014,10.0,5,5.8062,6.5214,4,2,57.592,0.0,17.907,1,1,0,0,29.4076,39.85,24.4572,3.9584,0.0,8.7312,5.1328,35.2857,45.0377,0,0,1,1,1,0.1268,0.0675
BEN_01556,Benign,0,Clean,None,6.1427,2.46,4,5.4501,5.6199,2,0,1.0,18.0461,0.0,0,0,0,0,2.3234,0.632,4.1968,0.1751,8.8733,1.1582,4.0655,58.8008,108.527,0,0,0,0,0,0.2493,0.0
CRY_00005,Cryptominer,11,Resource Abuse,Medium,7.2934,100.0,7,5.6421,6.6225,2,2,52.3491,0.0,5.1985,0,0,0,0,13.7215,4.0,15.9979,2.2836,5.6287,4.0312,3.9197,52.7644,424.9096,1,0,1,0,0,0.0831,0.0851
WOR_00091,Worm,3,Self-Replicating,Critical,6.0644,5.0,6,5.4968,6.1842,1,3,36.5795,0.4544,3.0,0,1,1,0,26.3365,18.7051,8.0,15.1777,30.5976,8.4069,4.8464,20.3404,111.4709,0,0,1,1,1,0.075,0.0
SPY_00317,Spyware,6,Surveillance,High,6.2493,14.5,3,5.7737,7.99,3,2,65.2403,7.2431,15.1017,1,0,0,0,35.2052,22.5048,19.3927,8.7074,5.6636,5.6203,1.0456,29.9052,72.3258,1,0,1,1,1,0.3134,0.0
ADW_00153,Adware,7,Unwanted,Low,4.9319,50.0,3,4.1818,5.0952,2,1,35.0834,4.8511,5.2589,1,0,1,0,22.6468,6.5456,2.0,14.4158,13.6008,1.952,0.0,45.1865,230.585,0,0,1,0,0,0.1532,0.0497
CRY_00231,Cryptominer,11,Resource Abuse,Medium,4.51,100.0,6,6.1888,6.9475,2,1,28.9309,0.5747,6.5455,0,1,0,0,29.9331,13.567,46.011,10.6462,8.1681,0.9158,3.1874,15.7498,604.1508,1,0,1,1,0,0.0285,0.0252
ADW_00192,Adware,7,Unwanted,Low,6.261,50.0,6,6.0078,6.2313,1,3,57.531,11.1089,2.2485,0,0,1,0,34.1912,19.7121,4.073,12.2697,6.6534,1.3613,4.5102,63.103,293.9428,0,1,1,1,1,0.0416,0.003
RAN_00095,Ransomware,4,Extortion,Critical,7.2151,50.0,5,7.4123,7.2191,2,2,39.1975,0.0,17.2385,0,1,1,0,72.0,40.7215,12.5196,21.0749,27.3889,1.1007,5.481,54.4873,422.4795,1,0,1,1,1,0.0252,0.1161
BEN_01921,Benign,0,Clean,None,5.0591,2.58,7,4.5327,5.299,1,1,69.2835,0.0,1.2933,1,0,0,0,1.0644,0.6845,10.3442,3.8813,5.1753,1.2631,1.2805,74.2168,59.3488,0,0,0,0,0,0.1655,0.0189
BEN_00514,Benign,0,Clean,None,4.7227,1.0,3,4.5122,4.9857,1,2,17.2693,10.5288,0.0,1,0,1,1,1.6424,2.8666,8.3408,7.1391,0.6339,1.7193,2.5005,80.8993,70.572,0,0,0,1,0,0.1103,0.0578
ROO_00228,Rootkit,5,Stealth,Critical,5.4834,2.0,3,4.8279,7.1423,4,3,1.0,6.3394,10.8195,0,0,0,0,34.4229,11.878,4.1942,25.2612,2.658,2.0761,3.4863,50.2639,112.5481,1,1,1,0,0,0.1025,0.0587
BEN_01309,Benign,0,Clean,None,5.3704,1.0,3,3.6753,5.9912,1,1,66.327,12.3149,2.456,1,0,1,0,0.4071,0.0,0.173,0.0,1.8477,1.9664,0.0,46.206,104.7081,1,0,0,1,0,0.1811,0.0442
BEN_00915,Benign,0,Clean,None,5.5808,1.12,3,5.7257,5.4912,2,1,34.8942,0.0,0.0,1,0,1,0,1.3521,5.6489,0.0,7.7057,0.0,0.3862,0.6365,28.4832,58.2912,0,0,0,0,0,0.2118,0.0335
WOR_00353,Worm,3,Self-Replicating,Critical,5.594,16.52,3,6.2926,6.023,1,2,15.8731,0.0,6.4629,0,0,0,0,57.2637,25.5158,30.9758,9.6125,14.4421,1.2166,4.8273,32.4209,96.1681,0,0,1,1,0,0.1418,0.0266
RAN_00196,Ransomware,4,Extortion,Critical,7.7239,50.0,3,6.3431,7.6955,3,3,2.0,0.0,15.0929,1,1,0,0,43.8215,38.9479,14.2071,27.022,28.5202,1.0,6.0914,80.164,140.7549,1,1,0,1,0,0.0465,0.0886
ROO_00293,Rootkit,5,Stealth,Critical,5.4712,2.0,2,6.0079,7.5394,2,2,23.4811,0.0,14.6956,0,1,0,1,27.0751,22.1193,2.3122,31.308,6.5727,1.3217,1.0963,30.423,40.7057,1,1,1,1,1,0.0895,0.0293
WOR_00057,Worm,3,Self-Replicating,Critical,6.483,5.0,3,6.1121,6.562,4,3,40.3694,1.061,5.3264,0,0,0,0,58.7026,17.6825,20.1671,14.1096,30.949,0.0,4.2148,51.0944,53.6088,1,1,0,1,0,0.0526,0.0812
VIR_00199,Virus,1,Infector,High,5.206,1.0,6,6.1004,7.5959,3,3,47.4906,0.7029,7.4587,0,0,1,1,42.4503,8.3335,7.4604,0.0,45.5783,5.5294,0.5081,57.1561,71.9273,1,0,1,0,1,0.0339,0.0638
BEN_00775,Benign,0,Clean,None,5.7319,1.43,7,5.1236,5.4798,3,2,36.8826,0.0,0.9015,1,0,0,0,0.0,0.2866,0.0,0.0,0.0,0.3418,2.4388,10.0879,107.1302,0,0,0,0,0,0.3131,0.0453
SPY_00176,Spyware,6,Surveillance,High,6.3151,10.0,5,4.9652,7.699,2,1,54.7317,5.9641,10.8869,0,0,0,0,39.8106,25.638,3.0,22.0675,22.1336,6.0646,5.9449,62.3743,130.5513,0,1,1,1,0,0.0,0.0236
BEN_00944,Benign,0,Clean,None,4.8776,1.0,7,4.8372,7.5,1,1,23.5514,0.0,1.7925,1,0,0,0,0.0,2.2012,2.2251,14.1475,0.0,0.0,0.5554,66.0586,116.6283,0,0,0,1,0,0.1299,0.0
BEN_00823,Benign,0,Clean,None,6.7277,1.0,4,4.3617,5.3901,1,0,31.5745,0.0,2.6561,1,0,0,0,1.0142,0.1694,1.299,12.1995,7.323,0.0,0.0,41.8828,218.0795,1,0,0,0,0,0.218,0.035
BAC_00006,Backdoor,8,Remote Access,Critical,6.4555,23.92,6,5.5191,6.4566,2,1,40.5163,0.0,4.0,0,0,0,0,46.5265,12.7351,30.8512,2.6008,8.1623,6.9992,0.1186,78.9427,5.0,0,1,1,1,1,0.0835,0.0059
SPY_00028,Spyware,6,Surveillance,High,5.367,10.0,5,5.0103,7.3683,4,1,36.1201,5.3917,8.1395,0,0,0,0,24.679,8.0,42.4735,35.9673,4.8902,5.7171,2.3848,87.9122,5.0,0,1,1,1,0,0.1564,0.0381
BEN_00165,Benign,0,Clean,None,5.427,1.0,4,5.0301,6.4367,3,0,53.298,22.9322,0.1051,1,1,1,1,2.5979,0.0,0.0,0.0,5.0827,2.2917,2.292,5.0,202.5242,0,0,0,0,0,0.1175,0.0077
SPY_00298,Spyware,6,Surveillance,High,4.8587,10.0,5,4.9114,5.696,3,3,68.2355,0.0,10.2671,1,0,0,1,23.9033,19.5557,19.1953,11.6989,17.0565,5.6593,1.1092,32.4199,265.9775,0,0,1,1,1,0.0641,0.038
ROO_00034,Rootkit,5,Stealth,Critical,5.0859,2.0,2,6.1899,7.4809,1,2,49.53,6.3575,10.3402,0,0,0,0,17.3587,27.7679,3.0245,20.6981,11.3172,2.1598,3.0936,13.0043,2.0,0,1,1,1,1,0.0865,0.0043
TRO_00039,Trojan,2,Deceptive,Critical,5.0896,10.0,7,5.9219,5.3164,1,3,54.7784,4.743,11.6151,1,1,0,1,49.2431,31.8887,33.9838,1.1018,20.11,0.0,3.8545,64.5433,52.7749,1,1,1,1,0,0.1303,0.0533
BOT_00040,Botnet,12,C&C Controlled,Critical,7.3471,10.0,5,5.6718,6.755,2,4,25.4383,0.0,7.3136,0,0,0,1,36.2369,29.5078,43.4629,12.4991,0.0,1.0,11.1115,50.7769,172.8308,1,1,1,1,1,0.122,0.0628
BEN_01312,Benign,0,Clean,None,4.9433,1.0,3,4.3216,5.524,3,2,58.6603,0.0,0.0,1,0,1,0,0.0,0.0,2.5093,0.0,2.9229,1.2827,4.5511,38.5171,131.4268,0,0,0,0,0,0.1087,0.0342
BAC_00208,Backdoor,8,Remote Access,Critical,6.7268,5.0,7,5.8393,7.032,3,4,23.4507,7.6654,9.4816,1,1,0,0,40.0024,15.2078,22.7702,8.4258,0.4849,1.0,0.9007,43.976,54.5904,0,1,0,1,1,0.1067,0.0
CRY_00222,Cryptominer,11,Resource Abuse,Medium,6.1575,100.0,5,6.6517,6.1434,2,1,46.7044,5.8174,7.3943,1,1,0,1,12.6211,23.9671,31.1667,12.0245,14.3028,1.5808,0.2657,24.6257,280.476,1,0,1,1,1,0.104,0.0577
FIL_00089,Fileless,9,Memory-Based,Critical,7.2721,0.81,4,7.2147,7.213,3,3,22.1388,2.2464,6.5416,0,1,0,0,17.9906,43.2552,26.1128,43.1292,2.1738,10.8124,3.4227,31.7685,0.5,1,1,1,1,1,0.0537,0.2153
CRY_00166,Cryptominer,11,Resource Abuse,Medium,5.8062,100.0,4,5.1544,5.8718,2,1,31.7368,3.072,3.2628,1,1,0,0,8.676,22.526,14.3242,8.7274,11.4485,10.977,1.2682,43.5661,176.3953,0,0,1,1,0,0.0812,0.0243
WOR_00201,Worm,3,Self-Replicating,Critical,6.8397,5.0,3,6.7335,6.1407,1,3,45.8245,0.0,16.5171,1,0,0,0,29.0412,18.4272,30.6708,4.6627,26.1664,8.5,5.315,59.0064,128.6978,0,1,1,1,1,0.0075,0.0716
WOR_00211,Worm,3,Self-Replicating,Critical,5.9494,5.0,7,4.2063,5.7776,4,2,32.1059,0.9904,8.6363,1,1,0,0,36.5472,22.7732,20.0485,0.4787,21.2552,6.3967,5.4935,40.5466,105.0332,0,0,1,1,1,0.1196,0.0557
BEN_00328,Benign,0,Clean,None,4.9845,5.18,5,5.3219,5.8371,2,0,63.5725,0.0,0.0159,1,0,0,0,1.7693,4.9142,0.0,0.0,8.6313,0.7035,0.0897,60.3126,91.2476,0,0,0,0,0,0.1075,0.0
VIR_00491,Virus,1,Infector,High,6.1633,1.18,5,6.3183,6.5838,3,2,32.354,0.0,3.5941,1,1,0,1,27.8431,20.725,0.0,9.0616,3.0,0.0,3.5754,7.1105,2.0,1,1,1,1,0,0.0543,0.0703
CRY_00224,Cryptominer,11,Resource Abuse,Medium,7.1202,100.0,7,5.5206,7.4796,2,1,42.3057,0.0,11.8293,1,0,1,0,45.9988,9.7821,24.2326,12.6693,12.1474,1.4541,1.4728,66.213,272.5854,1,0,1,1,0,0.132,0.0449
SPY_00159,Spyware,6,Surveillance,High,6.5289,10.0,5,6.6405,6.4067,1,1,52.1081,5.6693,3.0,1,1,0,0,46.8018,21.2527,36.1115,9.7931,29.8316,2.5585,2.1996,62.0525,59.8323,1,1,1,1,1,0.0418,0.0
BEN_00833,Benign,0,Clean,None,4.1597,1.0,4,5.1969,5.4794,3,2,115.9379,0.0,0.4689,1,0,1,0,0.3723,1.3657,3.1781,5.1244,6.7087,0.0,0.4992,34.1526,111.6376,0,0,0,0,0,0.2167,0.0194
TRO_00580,Trojan,2,Deceptive,Critical,6.2987,10.0,6,7.1927,7.3287,4,2,49.959,0.0,7.0843,1,1,0,0,32.3614,22.5274,17.9661,28.5844,5.5123,0.0,5.4045,52.5381,90.1639,1,1,1,1,0,0.1339,0.038
WOR_00363,Worm,3,Self-Replicating,Critical,4.3054,5.0,3,7.8,6.4728,2,1,9.4874,3.1339,9.728,0,0,0,0,46.1739,31.3284,33.5108,6.093,33.2332,6.9121,5.9565,60.5152,83.7432,0,1,1,1,0,0.139,0.066
BAC_00298,Backdoor,8,Remote Access,Critical,7.872,5.0,6,6.1243,7.0421,1,1,15.2556,0.9418,18.6243,0,1,0,0,32.2025,32.8565,21.5875,9.9834,10.9967,2.0943,6.3175,65.3455,82.5049,1,0,1,1,1,0.1093,0.0158
PUP_00117,PUP,10,Unwanted,Low,4.9275,100.0,7,5.2369,4.8691,3,2,54.0773,0.0,3.4819,1,0,0,0,2.0,22.3388,14.4728,9.1459,6.2046,0.0,1.2704,35.4938,285.5721,0,0,1,1,0,0.2085,0.0
BEN_00055,Benign,0,Clean,None,4.6052,1.0,5,2.8509,6.5794,2,1,54.4512,2.5043,0.9312,1,0,1,0,2.543,0.9501,4.1979,15.7737,9.5094,1.3587,4.1982,62.496,32.0364,0,0,0,1,0,0.0543,0.0192
ROO_00115,Rootkit,5,Stealth,Critical,5.4205,2.0,2,6.0005,6.9077,3,1,27.4741,11.408,15.0293,0,1,0,0,23.1933,11.1329,12.5136,10.3077,12.6231,2.3878,0.9076,28.1182,34.6873,0,0,1,1,1,0.12,0.0324
WOR_00352,Worm,3,Self-Replicating,Critical,6.4486,5.0,7,7.2182,4.8852,3,3,5.0,5.0986,17.8368,1,0,0,0,42.3937,6.0,44.4935,1.6526,8.9506,6.1573,4.0773,51.65,121.2825,0,0,1,1,0,0.2232,0.0
BEN_01902,Benign,0,Clean,None,6.4827,1.0,6,5.8973,4.8633,3,2,18.9271,0.0,0.8666,1,0,1,0,0.7929,6.5744,1.9037,0.0,0.0,1.6937,0.0,38.0184,56.6973,0,0,0,0,0,0.0,0.0296
